,abv,ibu,name,style,brewery_id,ounces
14,0.061,60.0,Bitter Bitch,American Pale Ale (APA),177,12.0
21,0.099,92.0,Lower De Boom,American Barleywine,368,8.4
22,0.079,45.0,Fireside Chat,Winter Warmer,368,12.0
24,0.044,42.0,Bitter American,American Pale Ale (APA),368,12.0
25,0.049,17.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12.0
26,0.049,17.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12.0
27,0.049,17.0,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,368,12.0
28,0.07,70.0,21st Amendment IPA (2006),American IPA,368,12.0
29,0.07,70.0,Brew Free! or Die IPA (2008),American IPA,368,12.0
30,0.07,70.0,Brew Free! or Die IPA (2009),American IPA,368,12.0
31,0.085,52.0,Special Edition: Allies Win The War!,English Strong Ale,368,12.0
32,0.097,94.0,Hop Crisis,American Double / Imperial IPA,368,12.0
33,0.044,42.0,Bitter American (2011),American Pale Ale (APA),368,12.0
34,0.079,45.0,Fireside Chat (2010),Winter Warmer,368,12.0
35,0.068,65.0,Back in Black,American Black Ale,368,12.0
36,0.083,35.0,Monk's Blood,Belgian Dark Ale,368,12.0
37,0.07,65.0,Brew Free! or Die IPA,American IPA,368,12.0
38,0.049,17.0,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,368,12.0
39,0.07,82.0,Bimini Twist,American IPA,67,12.0
42,0.035,11.0,Passion Fruit Prussia,Berliner Weissbier,60,12.0
43,0.045,18.0,Send Help,American Blonde Ale,60,12.0
49,0.05,28.0,Contact High,American Pale Wheat Ale,60,12.0
51,0.05,45.0,Citrafest,American IPA,27,16.0
53,0.069,65.0,Scarecrow,American IPA,27,16.0
54,0.09,50.0,Ironman,English Strong Ale,27,16.0
55,0.046,15.0,Honey Kolsch,Kölsch,27,16.0
56,0.052000000000000005,18.0,Copperhead Amber,Belgian Dark Ale,27,16.0
57,0.059,75.0,Rude Parrot IPA,American IPA,481,16.0
58,0.054000000000000006,30.0,British Pale Ale (2010),English Pale Ale,481,16.0
59,0.054000000000000006,30.0,British Pale Ale,English Pale Ale,481,16.0
60,0.084,82.0,Ballz Deep Double IPA,American Double / Imperial IPA,481,16.0
62,0.055,26.0,Colorado Native,American Amber / Red Lager,462,12.0
63,0.055,26.0,Colorado Native (2011),American Amber / Red Lager,462,12.0
64,0.065,52.0,Jockamo IPA,American IPA,533,12.0
65,0.042,13.0,Purple Haze,Fruit / Vegetable Beer,533,12.0
66,0.045,17.0,Abita Amber,American Amber / Red Lager,533,12.0
67,0.08199999999999999,68.0,Citra Ass Down,American IPA,62,16.0
68,0.05,20.0,The Brown Note,American Brown Ale,62,16.0
69,0.08,68.0,Citra Ass Down,American Double / Imperial IPA,1,16.0
70,0.125,80.0,London Balling,English Barleywine,1,16.0
71,0.077,25.0,35 K,Milk / Sweet Stout,1,16.0
72,0.042,42.0,A Beer,American Pale Ale (APA),1,16.0
73,0.05,25.0,Rules are Rules,German Pilsener,1,16.0
74,0.066,21.0,Flesh Gourd'n,Pumpkin Ale,1,16.0
75,0.04,13.0,Sho'nuff,Belgian Pale Ale,1,16.0
76,0.055,17.0,Bloody Show,American Pilsner,1,16.0
77,0.076,68.0,Rico Sauvin,American Double / Imperial IPA,1,16.0
78,0.051,38.0,Coq de la Marche,Saison / Farmhouse Ale,1,16.0
80,0.06,65.0,Pile of Face,American IPA,1,16.0
81,0.05,20.0,The Brown Note,English Brown Ale,1,16.0
82,0.053,35.0,Maylani's Coconut Stout,American Stout,367,16.0
83,0.05,35.0,Oatmeal PSA,American Pale Ale (APA),367,16.0
84,0.052000000000000005,33.0,Pre Flight Pilsner,American Pilsner,367,16.0
85,0.04,20.0,P-Town Pilsner,American Pilsner,117,12.0
86,0.053,36.0,Klickitat Pale Ale,American Pale Ale (APA),117,12.0
87,0.08199999999999999,103.0,Yellow Wolf Imperial IPA,American Double / Imperial IPA,117,12.0
88,0.053,40.0,Freeride APA,American Pale Ale (APA),270,12.0
89,0.053,18.0,Alaskan Amber,Altbier,270,12.0
95,0.062,43.0,Desolation IPA,American IPA,401,16.0
105,0.057,13.0,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12.0
106,0.056,4.0,Summer Solstice,Cream Ale,171,12.0
107,0.07,80.0,Hop Ottin' IPA,American IPA,171,12.0
108,0.058,15.0,Boont Amber Ale,American Amber / Red Ale,171,12.0
109,0.057,13.0,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12.0
110,0.055,25.0,El Steinber Dark Lager,Vienna Lager,171,16.0
111,0.058,15.0,Boont Amber Ale (2010),American Amber / Red Ale,171,12.0
112,0.056,4.0,Summer Solstice Cerveza Crema (2009),Cream Ale,171,12.0
113,0.057,13.0,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,171,12.0
114,0.069,6.0,Winter Solstice,Winter Warmer,171,12.0
115,0.07,80.0,Hop Ottin' IPA (2011),American IPA,171,12.0
116,0.058,15.0,Boont Amber Ale (2011),American Amber / Red Ale,171,12.0
117,0.056,4.0,Summer Solstice (2011),Cream Ale,171,12.0
118,0.055,28.0,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),171,12.0
128,0.071,75.0,Long Leaf,American IPA,69,16.0
129,0.047,19.0,Honey Badger Blonde,American Blonde Ale,69,16.0
130,0.06,23.0,Porter (a/k/a Black Gold Porter),American Porter,69,16.0
131,0.06,55.0,Sky High Rye,American Pale Ale (APA),541,12.0
132,0.062,17.0,Whitsun,American Pale Wheat Ale,541,12.0
134,0.092,50.0,Quakertown Stout,American Double / Imperial Stout,426,12.0
135,0.051,20.0,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,426,12.0
136,0.052000000000000005,10.0,Mo's Gose,Gose,461,16.0
137,0.07,45.0,Green Bullet Organic India Pale Ale,American IPA,429,16.0
138,0.032,27.0,Rocket Girl,Kölsch,528,12.0
139,0.053,26.0,Ninja Porter,American Porter,528,12.0
140,0.06,69.0,Shiva IPA,American IPA,528,12.0
144,0.056,27.0,This Season's Blonde,American Blonde Ale,523,12.0
145,0.07,67.0,Independence Pass Ale,American IPA,523,12.0
146,0.057,40.0,Trolley Stop Stout,American Stout,374,12.0
147,0.08199999999999999,138.0,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,12.0
148,0.062,35.0,Poop Deck Porter,American Porter,374,12.0
149,0.06,35.0,Old Red Beard Amber Ale,American Amber / Red Ale,374,12.0
150,0.075,115.0,Hop A-Peel,American Double / Imperial IPA,72,16.0
151,0.055,12.0,Vanilla Java Porter,American Porter,72,16.0
153,0.045,8.0,Dirty Blonde Ale,American Blonde Ale,72,12.0
154,0.05,62.0,Grand Circus IPA,American IPA,72,12.0
155,0.05,12.0,Atwater's Lager,Munich Helles Lager,72,12.0
163,0.047,42.0,Avery Joe’s Premium American Pilsner,German Pilsener,37,12.0
164,0.056,10.0,White Rascal,Witbier,37,12.0
165,0.063,69.0,Avery India Pale Ale,American IPA,37,12.0
166,0.055,17.0,Ellie’s Brown Ale,American Brown Ale,37,12.0
167,0.062,17.0,Pumpkin Beast,Pumpkin Ale,360,12.0
168,0.07200000000000001,22.0,OktoberBeast,Märzen / Oktoberfest,360,12.0
169,0.048,23.0,Mad Beach,American Pale Wheat Ale,360,12.0
171,0.092,5.0,Devils Tramping Ground Tripel,Tripel,360,12.0
172,0.061,41.0,Hot Rod Red,American Amber / Red Ale,360,12.0
179,0.06,43.0,Naked Pig Pale Ale,American Pale Ale (APA),286,12.0
180,0.068,70.0,Topcutter India Pale Ale,American IPA,483,12.0
181,0.044,38.0,Field 41 Pale Ale,American Pale Ale (APA),483,12.0
183,0.038,40.0,Even Keel,American IPA,34,12.0
184,0.052000000000000005,23.0,Ballast Point Pale Ale,Kölsch,34,12.0
185,0.07,75.0,Big Eye India Pale Ale,American IPA,34,12.0
187,0.07,70.0,Sculpin IPA,American IPA,34,12.0
189,0.045,20.0,Banner American Rye,Rye Beer,318,12.0
190,0.035,45.0,Banner American Ale,American Amber / Red Ale,318,12.0
191,0.07,46.0,Thai.p.a,American IPA,20,16.0
192,0.06,60.0,Barrio Blanco,American IPA,251,12.0
194,0.049,22.0,Hop in the ‘Pool Helles,American Pilsner,116,12.0
195,0.067,60.0,Ultra Gnar Gnar IPA,American IPA,116,12.0
196,0.068,62.0,In-Tents India Pale Lager,American Pale Lager,116,12.0
197,0.05,20.0,Lost Meridian Wit,Witbier,116,12.0
198,0.051,45.0,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,116,12.0
199,0.054000000000000006,55.0,Wagon Party,California Common / Steam Beer,258,12.0
200,0.067,70.0,Sky-Five,American IPA,258,12.0
201,0.05,28.0,Stargrazer,Schwarzbier,258,12.0
202,0.054000000000000006,48.0,Wonderstuff,German Pilsener,258,12.0
204,0.07,42.0,On the Count of 3 (2015),Hefeweizen,292,16.0
209,0.055,35.0,Amber Road,American Amber / Red Ale,292,12.0
210,0.049,28.0,Pamola Xtra Pale Ale,American Pale Ale (APA),292,12.0
211,0.069,69.0,Stowaway IPA,American IPA,292,12.0
212,0.08800000000000001,108.0,Hoptopus Double IPA,American Double / Imperial IPA,306,16.0
213,0.05,10.0,Watermelon Ale,Fruit / Vegetable Beer,103,12.0
214,0.058,45.0,Fenway American Pale Ale,American Pale Ale (APA),103,12.0
215,0.068,85.0,Back Bay IPA,American IPA,103,12.0
216,0.048,16.0,Bunker Hill Blueberry Ale ,Other,103,12.0
223,0.044,44.0,Moar,English India Pale Ale (IPA),53,12.0
225,0.057,27.0,Nordic Blonde,American Blonde Ale,53,12.0
227,0.07200000000000001,87.0,Harness the Winter,American IPA,75,12.0
228,0.056,32.0,14° ESB ,Extra Special / Strong Bitter (ESB),75,12.0
229,0.062,68.0,Bent Hop Golden IPA,American IPA,75,12.0
230,0.06,34.0,Bent Paddle Black Ale,American Black Ale,75,12.0
231,0.05,38.0,Venture Pils,German Pilsener,75,12.0
232,0.055,40.0,Lost Sailor IPA,English India Pale Ale (IPA),278,12.0
233,0.053,20.0,Steel Rail Extra Pale Ale,American Pale Ale (APA),278,12.0
239,0.081,17.0,Aprè Shred,American Strong Ale,220,16.0
240,0.095,104.0,Hemlock Double IPA,American Double / Imperial IPA,220,12.0
242,0.067,85.0,Disconnected Red,American Amber / Red Ale,220,16.0
246,0.08,54.0,Dark Star,American Stout,8,16.0
249,0.075,60.0,Galaxy IPA,American IPA,40,16.0
250,0.05,32.0,Big River Pilsner,Czech Pilsener,519,12.0
251,0.06,55.0,House Brand IPA,American IPA,519,12.0
252,0.062,65.0,Big Sky IPA,American IPA,336,12.0
253,0.05,40.0,Scape Goat Pale Ale,English Pale Ale,336,12.0
254,0.05,35.0,Montana Trout Slayer Ale,American Pale Wheat Ale,336,12.0
255,0.051,26.0,Moose Drool Brown Ale,American Brown Ale,336,12.0
256,0.07200000000000001,60.0,Powder Hound Winter Ale,English Strong Ale,336,12.0
257,0.051,26.0,Moose Drool Brown Ale (2011),American Brown Ale,336,12.0
258,0.05,35.0,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,336,12.0
259,0.062,65.0,Big Sky IPA (2012),American IPA,336,12.0
261,0.05,40.0,Scape Goat Pale Ale (2010),English Pale Ale,336,12.0
262,0.05,35.0,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,336,12.0
263,0.051,26.0,Moose Drool Brown Ale (2009),American Brown Ale,336,12.0
264,0.069,81.0,Arcus IPA,American IPA,221,12.0
265,0.058,38.0,Wavemaker,American Amber / Red Ale,221,12.0
266,0.053,43.0,Jack Pine Savage,American Pale Ale (APA),444,16.0
267,0.099,85.0,Forest Fire Imperial Smoked Rye,Rye Beer,444,16.0
268,0.098,76.0,Bad Axe Imperial IPA,American Double / Imperial IPA,444,16.0
269,0.055,35.0,Morning Wood,Oatmeal Stout,444,16.0
270,0.066,50.0,Bark Bite IPA,American IPA,444,16.0
271,0.055,45.0,Jalapeno Pale Ale,American Pale Ale (APA),70,16.0
275,0.07200000000000001,75.0,Saucy Intruder,Rye Beer,18,16.0
276,0.045,16.0,Deception,American Blonde Ale,112,12.0
277,0.075,35.0,Blackmarket Rye IPA,American IPA,112,12.0
278,0.05,8.0,Black Market Hefeweizen,Hefeweizen,112,12.0
279,0.058,44.0,Aftermath Pale Ale,American Pale Ale (APA),112,12.0
280,0.071,83.0,American India Red Ale,American Strong Ale,294,12.0
281,0.071,45.0,American Red Porter,American Porter,294,12.0
282,0.078,34.0,American Red Saison,Saison / Farmhouse Ale,294,12.0
283,0.066,44.0,Colorado Red Ale,American Amber / Red Ale,294,12.0
284,0.048,16.0,Saddle Bronc Brown Ale,American Brown Ale,79,12.0
285,0.046,20.0,Bomber Mountain Amber Ale,American Amber / Red Ale,79,12.0
287,0.048,47.0,Nordskye ,American IPA,12,12.0
288,0.06,30.0,North Third Stout,Foreign / Export Stout,12,12.0
291,0.07,51.0,51K IPA,American IPA,12,12.0
303,0.056,37.0,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0
304,0.056,37.0,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0
305,0.056,37.0,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0
306,0.046,35.0,834 Happy As Ale,American Pale Ale (APA),380,12.0
309,0.08,80.0,Quarter Mile Double IPA,American Double / Imperial IPA,304,12.0
310,0.059,60.0,Full Nelson Pale Ale,American Pale Ale (APA),382,12.0
311,0.065,30.0,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),382,12.0
312,0.053,22.0,Blue Mountain Classic Lager,Euro Pale Lager,382,12.0
313,0.059,60.0,Full Nelson Pale Ale (2010),American Pale Ale (APA),382,12.0
314,0.049,16.0,Kölsch 151,Kölsch,414,12.0
320,0.06,40.0,Blue Point White IPA,American White IPA,489,12.0
321,0.044,16.0,Blue Point Summer Ale,American Blonde Ale,489,12.0
322,0.055,28.0,Toasted Lager,Vienna Lager,489,12.0
331,0.042,30.0,Longhop IPA,American IPA,281,16.0
332,0.04,34.0,Lucky Buck,Irish Dry Stout,281,16.0
334,0.045,27.0,Bomb Lager (Old Recipe),Munich Helles Lager,525,12.0
335,0.066,72.0,Firestarter India Pale Ale,American IPA,107,12.0
336,0.075,22.0,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,107,16.0
337,0.048,30.0,Wood Splitter Pilsner,Czech Pilsener,107,16.0
338,0.056,26.0,Gyptoberfest,Märzen / Oktoberfest,107,12.0
339,0.07,94.0,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107,16.0
344,0.048,38.0,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),107,12.0
346,0.053,45.0,Kindler Pale Ale,American Pale Ale (APA),107,12.0
353,0.066,72.0,Firestarter India Pale Ale,American IPA,107,16.0
354,0.071,16.0,Noche Dulce,American Porter,231,16.0
355,0.045,8.0,Porch Rocker,Radler,300,12.0
356,0.065,45.0,Rebel IPA,American IPA,300,16.0
359,0.049,30.0,Boston Lager,Vienna Lager,300,16.0
360,0.049,30.0,Boston Lager,Vienna Lager,300,12.0
361,0.053,15.0,Samuel Adams Octoberfest,Märzen / Oktoberfest,300,12.0
362,0.053,7.0,Samuel Adams Summer Ale,American Pale Wheat Ale,300,12.0
363,0.049,30.0,Boston Lager,Vienna Lager,300,12.0
364,0.049,35.0,Hazed & Infused,American Pale Ale (APA),417,12.0
365,0.057,35.0,Hoopla Pale Ale,American Pale Ale (APA),417,12.0
366,0.049,35.0,Hazed & Infused (2010),American Pale Ale (APA),417,12.0
367,0.062,80.0,Heavy Lifting,American IPA,31,12.0
371,0.06,52.0,Plum St. Porter,American Porter,219,12.0
372,0.057,52.0,Plum St. Porter,American Porter,219,12.0
373,0.07,80.0,Bozone HopZone IPA,American IPA,219,12.0
374,0.06,25.0,Bozone Hefe Weizen,Hefeweizen,219,12.0
376,0.052000000000000005,40.0,Evil Owl,American Amber / Red Ale,207,12.0
378,0.042,9.0,Agave Wheat,American Pale Wheat Ale,391,12.0
379,0.045,15.0,SummerBright Ale,American Pale Wheat Ale,391,12.0
380,0.062,68.0,Lucky U IPA,American IPA,391,12.0
381,0.054000000000000006,19.0,Avalanche Ale,American Amber / Red Ale,391,12.0
383,0.07200000000000001,60.0,Last Stop IPA,American IPA,308,12.0
384,0.05,21.0,Rollin Dirty Red Ale,Irish Red Ale,308,12.0
385,0.055,28.0,Are Wheat There Yet?,American Pale Wheat Ale,308,12.0
453,0.05,15.0,Northern Lights Amber Ale,American Amber / Red Ale,493,12.0
454,0.052000000000000005,17.0,Polar Pale Ale,American Pale Ale (APA),493,12.0
456,0.061,64.0,Fairweather IPA,American IPA,493,12.0
457,0.068,47.0,East India Pale Ale,English India Pale Ale (IPA),437,16.0
459,0.068,47.0,East India Pale Ale,English India Pale Ale (IPA),437,12.0
465,0.073,85.0,Black Adder IBA (Current),American Black Ale,530,16.0
467,0.062,42.0,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16.0
468,0.058,35.0,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16.0
469,0.052000000000000005,40.0,Black Noddy Lager (Current),Schwarzbier,530,16.0
472,0.06,40.0,1836,American Blonde Ale,214,12.0
473,0.06,20.0,Summer's Wit,Witbier,214,12.0
474,0.09,118.0,More Cowbell,American Double / Imperial IPA,214,16.0
478,0.055,40.0,Pale Alement,American Pale Ale (APA),24,12.0
479,0.099,115.0,Hopkick Dropkick,American Double / Imperial IPA,24,12.0
482,0.068,16.0,Joey Wheat,American Pale Wheat Ale,24,16.0
483,0.07200000000000001,86.0,3:33 Black IPA,American IPA,24,16.0
485,0.055,40.0,Pale Alement,American Pale Ale (APA),24,16.0
486,0.05,14.0,Couch Select Lager,American Pale Lager,197,12.0
487,0.056,36.0,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12.0
499,0.053,25.0,Horny Toad Cerveza,American Blonde Ale,182,16.0
500,0.063,35.0,Native Amber,American Amber / Red Ale,182,16.0
501,0.068,100.0,F5 IPA,American IPA,182,16.0
502,0.063,35.0,Native Amber (2013),American Amber / Red Ale,182,16.0
503,0.053,25.0,Horny Toad Cerveza (2013),American Blonde Ale,182,16.0
504,0.068,100.0,Hopportunity Knocks IPA,American IPA,155,12.0
506,0.056,55.0,Caldera Pale Ale,American Pale Ale (APA),155,12.0
507,0.039,16.0,Lawnmower Lager,American Adjunct Lager,155,12.0
508,0.054000000000000006,24.0,Ashland Amber Ale (2009),American Amber / Red Ale,155,12.0
509,0.061,94.0,Caldera IPA (2009),American IPA,155,12.0
510,0.061,94.0,Caldera IPA (2007),American IPA,155,12.0
511,0.056,55.0,Caldera Pale Ale (2010),American Pale Ale (APA),155,12.0
512,0.056,55.0,Caldera Pale Ale (2009),American Pale Ale (APA),155,12.0
513,0.056,55.0,Caldera Pale Ale (2005),American Pale Ale (APA),155,12.0
514,0.056,55.0,Caldera Pale Ale (2007),American Pale Ale (APA),155,12.0
515,0.056,55.0,Caldera Pale Ale (2011),American Pale Ale (APA),155,12.0
516,0.054000000000000006,24.0,Ashland Amber Ale,American Amber / Red Ale,155,12.0
517,0.061,94.0,Caldera IPA,American IPA,155,12.0
524,0.099,43.0,Imperial Pumpkin Stout,Pumpkin Ale,230,16.0
525,0.09,130.0,Dead-Eye DIPA,American Double / Imperial IPA,230,16.0
526,0.055,64.0,Fisherman's IPA,American IPA,230,12.0
527,0.054000000000000006,35.0,Fisherman's Pils,German Pilsener,230,12.0
528,0.055,30.0,Fisherman's Brew,American Amber / Red Ale,230,12.0
529,0.055,35.0,Cape Cod Red,American Amber / Red Ale,267,16.0
530,0.049,10.0,Beach Blonde,American Blonde Ale,267,16.0
531,0.065,80.0,Dark Voyage Black IPA (2013),American Black Ale,192,12.0
532,0.052000000000000005,28.0,Wisconsin Amber,Vienna Lager,192,12.0
533,0.046,18.0,Lake House,Munich Helles Lager,192,12.0
534,0.056,55.0,Ghost Ship White IPA,American IPA,192,12.0
535,0.046,18.0,Lake House,Munich Helles Lager,192,16.0
536,0.062,70.0,Mutiny IPA,American IPA,192,12.0
545,0.059,22.0,Santa's Secret,Winter Warmer,179,16.0
548,0.099,100.0,Epitome,American Black Ale,222,16.0
549,0.039,9.0,Monkey Chased the Weasel,Berliner Weissbier,222,16.0
550,0.078,80.0,077XX,American Double / Imperial IPA,222,16.0
551,0.042,35.0,Boat Beer,American IPA,222,12.0
561,0.048,16.0,Whitecap Wit,Witbier,285,16.0
562,0.078,16.0,Seiche Scottish Ale,Scottish Ale,285,16.0
565,0.085,90.0,Gone A-Rye,American Double / Imperial IPA,29,16.0
567,0.068,70.0,Dankosaurus,American IPA,29,16.0
568,0.051,35.0,Scruffy's Smoked Alt,Smoked Beer,29,16.0
569,0.051,36.0,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16.0
570,0.05,18.0,The Lawn Ranger,Cream Ale,29,16.0
573,0.05,40.0,Main St. Virginia Ale,Altbier,122,12.0
574,0.045,24.0,Chin Music Amber Lager,American Amber / Red Lager,122,12.0
575,0.05,40.0,Main St. Virginia Ale,Altbier,122,12.0
576,0.052000000000000005,42.0,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12.0
577,0.051,15.0,Chai Ale,Herbed / Spiced Beer,350,16.0
578,0.07200000000000001,85.0,Lucky Day IPA,American IPA,350,16.0
579,0.095,99.0,Terrace Hill Double IPA,American Double / Imperial IPA,350,16.0
580,0.075,77.0,Catch 23,American Black Ale,350,16.0
582,0.06,45.0,Black Me Stout,American Stout,236,12.0
583,0.05,22.0,Killer Kolsch,Kölsch,236,12.0
584,0.07,65.0,Missile IPA,American IPA,236,12.0
586,0.065,8.0,Ale Cider,Fruit / Vegetable Beer,250,16.0
587,0.055,30.0,Pail Ale,American Pale Ale (APA),250,16.0
589,0.08,69.0,8 Barrel,American Strong Ale,226,16.0
590,0.055,40.0,Oktoberfest,Märzen / Oktoberfest,226,16.0
591,0.057,58.0,IPA #11,American IPA,121,16.0
592,0.057,10.0,Blood Orange Honey,Fruit / Vegetable Beer,121,16.0
594,0.08900000000000001,126.0,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.0
595,0.049,29.0,Churchkey Pilsner Style Beer,American Pilsner,526,12.0
598,0.055,25.0,Cubano Espresso,Bock,141,12.0
599,0.062,65.0,Operation Homefront,American IPA,141,12.0
600,0.08199999999999999,65.0,Wandering Pelican,American Black Ale,141,12.0
605,0.07,60.0,Hopped on the High Seas (Hop #529),American IPA,141,12.0
606,0.07,60.0,Hopped on the High Seas (Calypso),American IPA,141,12.0
608,0.07,60.0,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.0
609,0.07,60.0,Hopped on the High Seas (Citra),American IPA,141,12.0
610,0.07,60.0,Hopped on the High Seas (Ahtanum),American IPA,141,12.0
613,0.075,70.0,Humidor Series India Pale Ale,American IPA,141,12.0
614,0.075,70.0,Jai Alai IPA Aged on White Oak,American IPA,141,12.0
615,0.08,65.0,José Martí American Porter,American Porter,141,12.0
617,0.055,25.0,Maduro Brown Ale,English Brown Ale,141,12.0
618,0.055,25.0,Maduro Brown Ale,American Brown Ale,141,12.0
620,0.07200000000000001,75.0,Tocobaga Red Ale,American Amber / Red Ale,141,12.0
621,0.075,70.0,Jai Alai IPA,American IPA,141,12.0
622,0.05,18.0,Florida Cracker Belgian Wit,Witbier,141,12.0
630,0.067,60.0,Jacaranada Rye IPA,American IPA,320,16.0
631,0.06,75.0,Cascadian Dark Ale,American Black Ale,418,12.0
632,0.044,13.0,Wheat the People,American Pale Wheat Ale,418,16.0
633,0.047,17.0,Tybee Island Blonde,American Blonde Ale,415,12.0
634,0.062,55.0,Savannah Brown Ale,American Brown Ale,415,12.0
635,0.046,11.0,Rhode Island Blueberry,Kölsch,101,12.0
636,0.065,75.0,Newport Storm IPA,American IPA,101,12.0
637,0.052000000000000005,24.0,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12.0
638,0.052000000000000005,24.0,Hurricane Amber Ale,American Amber / Red Ale,101,12.0
640,0.068,75.0,Des Moines IPA,American IPA,482,16.0
641,0.048,22.0,Capital Gold Golden Lager,German Pilsener,482,16.0
642,0.056,21.0,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16.0
650,0.075,29.0,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.0
651,0.077,71.0,Eclipse Black IPA,American Black Ale,515,16.0
652,0.06,46.0,Neomexicanus Native,American Pale Ale (APA),63,12.0
653,0.075,25.0,Old Soul,Belgian Strong Pale Ale,63,12.0
657,0.052000000000000005,15.0,Lava Lake Wit,Witbier,63,12.0
659,0.052000000000000005,25.0,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.0
660,0.065,65.0,Tropicalia,American IPA,247,12.0
662,0.049,25.0,Aviator Raspberry Blonde,American Blonde Ale,169,12.0
672,0.06,31.0,South Ridge Amber Ale,American Amber / Red Ale,472,16.0
673,0.052000000000000005,23.0,Summertime Ale,Kölsch,472,16.0
681,0.05,15.0,The Tradition,American Blonde Ale,227,12.0
682,0.053,11.0,El Hefe Speaks,Hefeweizen,227,12.0
684,0.092,115.0,On the Wings of Armageddon,American Double / Imperial IPA,227,12.0
685,0.065,80.0,The Corruption,American IPA,227,12.0
694,0.063,37.0,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12.0
696,0.075,33.0,Oak Cliff Coffee Ale,American Brown Ale,127,12.0
697,0.085,100.0,Dream Crusher Double IPA,American Double / Imperial IPA,127,12.0
700,0.048,25.0,Farmhouse Wit,Saison / Farmhouse Ale,127,16.0
702,0.052000000000000005,23.0,Dallas Blonde,American Blonde Ale,127,12.0
703,0.07,70.0,Deep Ellum IPA,American IPA,127,12.0
704,0.045,44.0,Thrasher Session India Pale Ale,American IPA,283,12.0
705,0.05,16.0,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.0
706,0.059,55.0,Chuli Stout,Irish Dry Stout,453,12.0
707,0.056,46.0,Mother Ale,American Blonde Ale,453,12.0
708,0.065,71.0,Twister Creek India Pale Ale,American IPA,453,12.0
709,0.058,46.0,Single Engine Red,Irish Red Ale,453,12.0
712,0.05,40.0,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.0
713,0.052000000000000005,16.0,Weissenheimer,Hefeweizen,57,12.0
714,0.049,22.0,Abbey's Single (2015- ),Abbey Single Ale,57,12.0
715,0.063,76.0,Vertex IPA,American IPA,57,12.0
716,0.05,12.0,Here Gose Nothin',Gose,57,12.0
718,0.096,85.0,Hoperation Overload,American Double / Imperial IPA,57,12.0
719,0.049,22.0,Abbey's Single Ale (Current),Abbey Single Ale,57,12.0
720,0.044,45.0,Bravo Four Point,American Pale Ale (APA),237,12.0
721,0.052000000000000005,26.0,Striped Bass Pale Ale,American Pale Ale (APA),237,12.0
722,0.054000000000000006,27.0,Deadicated Amber,American Amber / Red Ale,491,16.0
724,0.071,85.0,California Sunshine Rye IPA,American IPA,491,16.0
725,0.07400000000000001,12.0,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16.0
727,0.065,72.0,Filthy Hoppin' IPA,American IPA,311,16.0
737,0.066,100.0,Hop Abomination,American IPA,496,12.0
738,0.051,17.0,Apricot Blonde,Fruit / Vegetable Beer,496,12.0
739,0.043,12.0,Dry Dock Hefeweizen,Hefeweizen,496,12.0
740,0.058,49.0,Dry Dock Amber Ale,American Amber / Red Ale,496,12.0
741,0.061,64.0,Category 3 IPA,American IPA,340,12.0
742,0.045,18.0,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.0
744,0.078,74.0,Crank Yanker IPA,American IPA,369,16.0
749,0.078,74.0,Crank Yanker IPA (2011),American IPA,369,16.0
