,abv,ibu,name,style,brewery_id,ounces
2161,0.046,45,Just IPA,American IPA,328,12
2169,0.048,18,Hunny Do Wheat,American Pale Wheat Ale,142,12
2173,0.051,11,Watermelon Ale,Fruit / Vegetable Beer,108,12
2174,0.04,18,Knotty Blonde Ale,American Blonde Ale,153,12
2175,0.062,40,Fivepine Chocolate Porter,American Porter,153,12
2176,0.062,82,Hoodoo Voodoo IPA,American IPA,153,12
2177,0.053,22,Hydraulion Red,Irish Red Ale,273,12
2178,0.06,50,40 Mile IPA,American IPA,273,12
2179,0.055,64,Citra Faced,American Pale Wheat Ale,21,16
2180,0.055,31,Pole Barn Stout,Oatmeal Stout,21,16
2181,0.054,37,Pale,American Pale Ale (APA),21,16
2182,0.053,27,Yoshi's Nectar,California Common / Steam Beer,21,16
2187,0.058,20,Cafe Leche,American Porter,17,16
2188,0.052,12,Damascene Apricot Sour,Fruit / Vegetable Beer,17,16
2189,0.12,90,Csar,Russian Imperial Stout,17,16
2191,0.085,115,Overlord Imperial IPA,American Double / Imperial IPA,17,16
2192,0.058,36,Alloy,American IPA,17,16
2193,0.051,22,Rivet Irish Red Ale,Irish Red Ale,17,16
2194,0.052,50,3 Gear Robust Porter,American Porter,17,16
2195,0.045,35,Circuit Bohemian Pilsner,Czech Pilsener,17,16
2197,0.07,60,Juke Joint IPA,American IPA,152,12
2198,0.07,35,Parade Ground Coffee Porter,American Porter,152,12
2199,0.05,21,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,152,12
2200,0.045,18,Tin Roof Blonde Ale,American Blonde Ale,152,12
2201,0.055,37,Voodoo Bengal Pale Ale,American Pale Ale (APA),152,12
2202,0.045,28,Perfect Tin Amber,American Amber / Red Ale,152,12
2203,0.073,87,IPA & a Half,American IPA,291,12
2204,0.055,33,Ornery Amber Lager (2003),Vienna Lager,291,12
2207,0.062,72,Almanac IPA,American IPA,265,12
2209,0.06,30,Farmer's Tan Red Ale,American Amber / Red Ale,265,12
2214,0.075,93,Nugget Nectar,American Amber / Red Ale,97,16
2215,0.045,45,Sunshine Pils,American Pilsner,97,12
2216,0.082,25,Troegenator Doublebock,Doppelbock,97,16
2217,0.075,85,Perpetual IPA,American IPA,97,12
2218,0.055,52,Greenville Pale Ale,American Pale Ale (APA),539,12
2219,0.062,65,Hoppy Boy,American IPA,520,16
2220,0.054,26,Cow Creek,American Amber / Red Lager,38,12
2221,0.075,63,Chupahopra,American IPA,38,12
2222,0.051,19,Twisted X,American Adjunct Lager,38,12
2223,0.041,41,Day Hike Session,American IPA,190,12
2224,0.048,48,Trailhead ISA,American IPA,190,12
2225,0.052,27,Immersion Amber,American Amber / Red Ale,190,12
2226,0.062,70,Evo IPA,American IPA,190,12
2228,0.062,70,Evolutionary IPA (2012),American IPA,190,12
2229,0.057,36,Persnickety Pale,American Pale Ale (APA),190,12
2230,0.054,20,SoDo Brown Ale,American Brown Ale,190,12
2231,0.052,27,Immersion Amber Ale (2011),American Amber / Red Ale,190,12
2232,0.062,70,Evolutionary IPA (2011),American IPA,190,12
2233,0.048,48,Trailhead India Style Session Ale (2011),American IPA,190,12
2235,0.063,69,Wobble,American IPA,74,16
2236,0.058,43,Night Cat,American Dark Wheat Ale,74,12
2237,0.058,43,Night Cat (2014),American Dark Wheat Ale,74,12
2238,0.051,17,Dog Days Lager,Dortmunder / Export Lager,74,12
2239,0.051,36,Sidekick Extra Pale Ale,American Pale Ale (APA),74,12
2240,0.077,23,Atom Smasher,MArzen / Oktoberfest,74,12
2243,0.07,68,Cane and Ebel,American Strong Ale,74,12
2251,0.05,10,PUNK'N,Pumpkin Ale,159,12
2252,0.04,22,Yard Sale Winter Lager,American Amber / Red Lager,159,12
2253,0.04,42,Trader Session IPA,American IPA,159,12
2254,0.073,83,Hop Nosh IPA,American IPA,159,12
2255,0.04,17,SUM'R,American Blonde Ale,159,12
2256,0.04,32,Organic Baba Black Lager,Schwarzbier,159,12
2257,0.073,82,Hop Notch IPA (2013),American IPA,159,12
2258,0.04,34,Cutthroat Pale Ale,American Pale Ale (APA),159,12
2259,0.04,29,WYLD Extra Pale Ale,American Pale Ale (APA),159,12
2261,0.06,75,The Green Room,American IPA,126,16
2262,0.047,25,Humbucker Helles,Maibock / Helles Bock,126,16
2271,0.085,90,Double Duckpin,American Double / Imperial IPA,71,12
2272,0.042,10,Old Pro,Gose,71,12
2275,0.045,50,Campside Session IPA,American IPA,202,16
2276,0.045,15,Upland Wheat Ale,Witbier,202,16
2280,0.068,24,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,51,19.2
2281,0.099,51,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,51,19.2
2284,0.065,33,Thai Style White IPA,American White IPA,51,12
2285,0.075,30,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,51,19.2
2286,0.099,90,Upslope Imperial India Pale Ale,American Double / Imperial IPA,51,19.2
2289,0.075,30,Upslope Belgian Style Pale Ale,Belgian Pale Ale,51,12
2291,0.048,15,Top Rope Mexican-style Craft Lager,Vienna Lager,51,12
2292,0.048,22,Upslope Craft Lager,Vienna Lager,51,12
2296,0.053,22,Common Sense Kentucky Common Ale,American Brown Ale,546,16
2297,0.065,70,Upstate I.P.W.,American IPA,546,12
2299,0.09,75,Squatters Hop Rising Double IPA,American Double / Imperial IPA,302,12
2304,0.09,75,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,302,12
2312,0.092,25,Voodoo Love Child,Tripel,322,12
2313,0.079,23,White Magick of the Sun,Witbier,322,12
2314,0.075,31,Wynona's Big Brown Ale,American Brown Ale,322,12
2315,0.092,25,Gran Met,Belgian Strong Pale Ale,322,12
2316,0.073,85,Good Vibes IPA,American IPA,322,12
2317,0.075,85,Pilzilla,American Double / Imperial Pilsner,322,12
2318,0.04,37,Wachusett Light IPA,American IPA,295,12
2319,0.06,55,Green Monsta IPA,American IPA,295,12
2320,0.056,50,Wachusett IPA,American IPA,295,12
2322,0.085,85,Larry Imperial IPA,American Double / Imperial IPA,295,12
2324,0.051,17,Country Pale Ale,English Pale Ale,295,12
2325,0.04,37,Wachusett Light IPA (2013),American IPA,295,12
2326,0.052,20,Pumpkan,Pumpkin Ale,295,12
2327,0.045,10,Wachusett Blueberry Ale,Fruit / Vegetable Beer,295,12
2328,0.06,55,Green Monsta IPA,American IPA,295,12
2330,0.052,67,Self Starter,American IPA,94,16
2331,0.054,20,Ermal's,Cream Ale,94,16
2339,0.04,5,Westbrook Gose,Gose,384,12
2340,0.05,16,White Thai,Witbier,384,12
2341,0.068,65,Westbrook IPA,American IPA,384,12
2342,0.057,22,Westfield Octoberfest,MArzen / Oktoberfest,351,12
2344,0.058,55,Charlie in the Rye,American IPA,351,12
2348,0.075,89,O Malley's IPA,American IPA,132,12
2350,0.049,28,L'il Lucy's Hot Pepper Ale,Chile Beer,132,12
2357,0.049,30,Hefe Lemon,Radler,296,12
2358,0.049,30,Hefe Black,Hefeweizen,296,12
2359,0.049,30,Widmer Brothers Hefeweizen,Hefeweizen,296,12
2360,0.082,100,Hop Slayer Double IPA,American Double / Imperial IPA,361,12
2363,0.052,27,Phat Chance,American Blonde Ale,361,12
2364,0.082,100,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12
2365,0.082,100,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12
2366,0.042,13,Wild Onion Summer Wit,Witbier,361,12
2367,0.06,23,Jack Stout,Oatmeal Stout,361,12
2369,0.056,41,Paddy Pale Ale,American Pale Ale (APA),361,12
2370,0.068,21,Blonde Hunny,Belgian Pale Ale,181,12
2371,0.057,20,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,181,12
2372,0.045,25,Wild Wolf American Pilsner,American Pilsner,181,12
2373,0.051,45,Alpha Ale,American Pale Ale (APA),181,12
2379,0.074,83,Ace IPA,American IPA,509,16
2380,0.08,31,P-51 Porter,American Porter,509,16
2382,0.071,60,#002 American I.P.A.,American IPA,211,12
2384,0.048,38,#004 Session I.P.A.,American IPA,211,12
2386,0.062,61,Ananda India Pale Ale,American IPA,239,12
2387,0.045,23,Tiny Bomb,American Pilsner,239,12
2388,0.058,72,Train Hopper,American IPA,14,12
2390,0.059,135,Troopers Alley IPA,American IPA,344,12
2391,0.047,15,Wolverine Premium Lager,American Pale Lager,402,12
2393,0.065,82,4000 Footer IPA,American IPA,109,12
2394,0.028,15,Summer Brew,American Pilsner,109,12
2395,0.065,69,Be Hoppy IPA,American IPA,339,16
2396,0.069,69,Worthy IPA,American IPA,199,12
2397,0.045,25,Easy Day Kolsch,Kolsch,199,12
2398,0.077,30,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,199,12
2399,0.069,69,Worthy IPA (2013),American IPA,199,12
2400,0.06,50,Worthy Pale,American Pale Ale (APA),199,12
2405,0.067,45,Belgorado,Belgian IPA,424,12
2408,0.055,40,Silverback Pale Ale,American Pale Ale (APA),424,12
